Property ID,BHK,Bathrooms,Area,Furnished Status,Lawn,Lift,Swimming Pool,Gym,Car Parking,Fresh Water Supply,Regular Electricity,Price,Price per sq. ft.
PROP-10256,5,5,7178,Semi-Furnished,Yes,Yes,No,Yes,Private Garage,Yes,Yes,72181968,10056
PROP-10257,2,2,1316,Unfurnished,No,Yes,No,No,Covered,Yes,Yes,13714036,10421
PROP-10258,3,3,2147,Semi-Furnished,No,Yes,Yes,Yes,Open,No,Yes,24971757,11631
PROP-10259,4,4,3228,Semi-Furnished,Yes,Yes,No,Yes,Private Garage,Yes,Yes,38677896,11982
PROP-10260,2,2,1367,Fully Furnished,No,Yes,No,No,Open,Yes,Yes,13983043,10229
PROP-10261,3,4,1981,Unfurnished,No,Yes,Yes,Yes,Open,Yes,Yes,22298136,11256
PROP-10262,2,3,1079,Unfurnished,No,Yes,No,Yes,Covered,Yes,Yes,10787842,9998
PROP-10263,2,2,1066,Semi-Furnished,No,Yes,No,No,Covered,Yes,Yes,10151518,9523
PROP-10264,5,5,7709,Unfurnished,Yes,Yes,Yes,Yes,Covered,Yes,Yes,81052426,10514
PROP-10265,2,3,903,Semi-Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,7472325,8275
PROP-10266,3,3,2408,Unfurnished,No,Yes,Yes,Yes,Open,Yes,Yes,20990536,8717
PROP-10267,5,5,8305,Semi-Furnished,Yes,Yes,No,Yes,Covered,Yes,Yes,96005800,11560
PROP-10268,3,4,2345,Fully Furnished,Yes,Yes,No,No,Covered,Yes,Yes,24240265,10337
PROP-10269,2,3,1170,Unfurnished,Yes,Yes,No,No,Covered,Yes,Yes,14188590,12127
PROP-10270,3,4,1669,Semi-Furnished,Yes,No,Yes,Yes,Covered,Yes,Yes,19327020,11580
PROP-10271,2,3,1083,Fully Furnished,No,Yes,No,Yes,Open,Yes,Yes,10737945,9915
PROP-10272,4,5,4828,Unfurnished,Yes,No,Yes,Yes,Private Garage,Yes,Yes,66370516,13747
PROP-10273,2,3,1377,Semi-Furnished,No,No,No,No,Covered,Yes,Yes,12943800,9400
PROP-10274,2,2,933,Unfurnished,No,Yes,No,No,Open,Yes,Yes,9905661,10617
PROP-10275,4,4,3283,Unfurnished,Yes,Yes,Yes,Yes,Covered,Yes,Yes,35134666,10702
PROP-10276,3,4,1886,Unfurnished,No,Yes,Yes,Yes,Open,Yes,Yes,20097216,10656
PROP-10277,3,3,2090,Semi-Furnished,No,Yes,No,No,Open,Yes,Yes,20743250,9925
PROP-10278,2,2,1275,Semi-Furnished,No,Yes,No,Yes,Open,Yes,Yes,9548475,7489
PROP-10279,4,5,4360,Unfurnished,Yes,Yes,No,No,Private Garage,Yes,Yes,42274560,9696
PROP-10280,1,1,668,Fully Furnished,No,Yes,No,Yes,Open,Yes,Yes,6229100,9325
PROP-10281,3,3,1891,Fully Furnished,No,Yes,No,Yes,Open,Yes,Yes,18240586,9646
PROP-10282,5,5,7746,Semi-Furnished,Yes,Yes,No,No,Private Garage,Yes,Yes,75965022,9807
PROP-10283,1,1,657,Semi-Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,5482665,8345
PROP-10284,1,1,622,Unfurnished,Yes,Yes,Yes,Yes,Open,Yes,Yes,7352662,11821
PROP-10285,3,3,1848,Unfurnished,No,Yes,No,Yes,Covered,Yes,Yes,20178312,10919
PROP-10286,5,6,9513,Semi-Furnished,Yes,Yes,No,Yes,Private Garage,Yes,Yes,127150758,13366
PROP-10287,4,4,3764,Semi-Furnished,Yes,Yes,No,No,Covered,Yes,Yes,46327312,12308
PROP-10288,2,2,1099,Semi-Furnished,No,Yes,No,Yes,Covered,Yes,Yes,11425204,10396
PROP-10289,3,4,1598,Fully Furnished,No,Yes,No,Yes,Open,Yes,Yes,18647062,11669
PROP-10290,5,6,7152,Fully Furnished,Yes,Yes,No,Yes,Covered,Yes,Yes,80266896,11223
PROP-10291,4,4,3156,Semi-Furnished,Yes,Yes,Yes,Yes,Covered,Yes,Yes,41299416,13086
PROP-10292,4,5,3518,Fully Furnished,Yes,Yes,No,No,Private Garage,Yes,Yes,43728740,12430
PROP-10293,2,2,1028,Fully Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,10030196,9757
PROP-10294,4,5,4730,Unfurnished,Yes,Yes,No,No,Covered,Yes,Yes,54447030,11511
PROP-10295,5,5,5708,Fully Furnished,Yes,Yes,No,Yes,Private Garage,Yes,Yes,59699972,10459
PROP-10296,3,4,1912,Semi-Furnished,Yes,Yes,No,No,Covered,Yes,Yes,17617168,9214
PROP-10297,2,3,1037,Fully Furnished,No,Yes,Yes,Yes,Covered,Yes,Yes,12395261,11953
PROP-10298,2,3,998,Semi-Furnished,No,Yes,No,Yes,Covered,Yes,Yes,7775418,7791
PROP-10299,1,1,623,Fully Furnished,No,Yes,No,No,Open,Yes,No,5209526,8362
PROP-10300,4,5,4541,Semi-Furnished,Yes,Yes,Yes,Yes,Private Garage,Yes,Yes,57448191,12651
PROP-10301,4,4,4463,Semi-Furnished,Yes,Yes,No,No,Covered,No,Yes,43906994,9838
PROP-10302,5,6,5531,Semi-Furnished,Yes,Yes,No,Yes,Private Garage,Yes,Yes,65265800,11800
PROP-10303,5,5,8865,Unfurnished,Yes,Yes,No,No,Covered,Yes,Yes,99270270,11198
PROP-10304,3,3,2411,Fully Furnished,No,Yes,No,No,Covered,Yes,No,23092558,9578
PROP-10305,3,3,1926,Unfurnished,Yes,Yes,No,No,Open,Yes,Yes,19202220,9970
PROP-10306,2,2,1175,Unfurnished,No,Yes,Yes,Yes,Open,Yes,Yes,12832175,10921
PROP-10307,2,2,1380,Semi-Furnished,No,Yes,Yes,Yes,Covered,Yes,Yes,12384120,8974
PROP-10308,5,6,9428,Unfurnished,Yes,No,Yes,Yes,Covered,Yes,Yes,102812340,10905
PROP-10309,2,3,1364,Semi-Furnished,Yes,Yes,No,Yes,Open,Yes,Yes,16021544,11746
PROP-10310,3,4,2520,Unfurnished,Yes,Yes,No,Yes,Covered,No,Yes,24575040,9752
PROP-10311,5,5,7344,Unfurnished,Yes,Yes,No,No,Private Garage,No,No,65993184,8986
PROP-10312,5,6,8352,Semi-Furnished,Yes,Yes,Yes,Yes,Covered,Yes,Yes,91796832,10991
PROP-10313,5,5,6862,Semi-Furnished,Yes,Yes,No,No,Covered,Yes,Yes,57414354,8367
PROP-10314,2,2,1160,Semi-Furnished,No,Yes,Yes,Yes,Covered,Yes,Yes,10289200,8870
PROP-10315,3,3,1754,Fully Furnished,No,Yes,Yes,Yes,Covered,Yes,Yes,18769554,10701
PROP-10316,2,3,1154,Fully Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,13839922,11993
PROP-10317,3,4,2340,Unfurnished,No,Yes,Yes,Yes,Open,Yes,Yes,26594100,11365
PROP-10318,4,4,3770,Semi-Furnished,Yes,Yes,Yes,Yes,Private Garage,Yes,Yes,49273900,13070
PROP-10319,5,5,6926,Unfurnished,Yes,Yes,No,No,Private Garage,Yes,Yes,88618170,12795
PROP-10320,2,2,1357,Unfurnished,No,Yes,No,Yes,Open,Yes,Yes,13010916,9588
PROP-10321,4,4,4652,Semi-Furnished,Yes,Yes,No,Yes,Covered,Yes,No,32833816,7058
PROP-10322,3,4,2294,Semi-Furnished,No,Yes,No,Yes,Open,Yes,Yes,23075346,10059
PROP-10323,2,2,1178,Unfurnished,No,Yes,Yes,Yes,Covered,Yes,Yes,13551712,11504
PROP-10324,3,3,1667,Fully Furnished,No,Yes,No,No,Open,Yes,Yes,18415349,11047
PROP-10325,3,4,2593,Semi-Furnished,No,Yes,No,Yes,Covered,Yes,Yes,28476326,10982
PROP-10326,3,3,2182,Unfurnished,No,Yes,No,Yes,Covered,Yes,Yes,23604876,10818
PROP-10327,3,3,2598,Semi-Furnished,No,Yes,Yes,Yes,Covered,Yes,Yes,25346088,9756
PROP-10328,3,3,2412,Semi-Furnished,Yes,Yes,Yes,Yes,Covered,Yes,No,24211656,10038
PROP-10329,4,4,4202,Fully Furnished,Yes,Yes,No,Yes,Covered,Yes,Yes,53705762,12781
PROP-10330,3,3,2239,Fully Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,27723298,12382
PROP-10331,3,3,2216,Fully Furnished,No,Yes,No,No,Open,Yes,Yes,18607752,8397
PROP-10332,2,2,1021,Semi-Furnished,Yes,Yes,Yes,Yes,Open,Yes,No,9993548,9788
PROP-10333,3,4,2187,Unfurnished,No,No,No,Yes,Open,Yes,Yes,22902264,10472
PROP-10334,3,3,1590,Unfurnished,No,No,No,No,Covered,Yes,Yes,16881030,10617
PROP-10335,3,3,2206,Unfurnished,No,Yes,Yes,Yes,Open,Yes,Yes,21435702,9717
PROP-10336,1,2,566,Semi-Furnished,No,Yes,No,Yes,Open,Yes,Yes,6059030,10705
PROP-10337,2,3,953,Fully Furnished,Yes,Yes,No,Yes,Covered,Yes,Yes,9211698,9666
PROP-10338,1,1,605,Semi-Furnished,No,Yes,No,Yes,Open,Yes,Yes,5527885,9137
PROP-10339,2,2,1092,Fully Furnished,No,Yes,No,No,Covered,Yes,Yes,12324312,11286
PROP-10340,5,6,6617,Semi-Furnished,Yes,Yes,Yes,Yes,Private Garage,Yes,Yes,88628098,13394
PROP-10341,2,2,943,Unfurnished,No,Yes,No,No,Open,Yes,Yes,9390394,9958
PROP-10342,4,4,3843,Fully Furnished,Yes,Yes,Yes,Yes,Covered,Yes,Yes,48348783,12581
PROP-10343,5,6,9475,Fully Furnished,Yes,Yes,No,No,Covered,Yes,Yes,91405325,9647
PROP-10344,5,5,9218,Unfurnished,Yes,Yes,No,No,Covered,Yes,Yes,81606954,8853
PROP-10345,4,4,4576,Fully Furnished,Yes,Yes,Yes,Yes,Private Garage,Yes,Yes,68543904,14979
PROP-10346,5,5,6429,Fully Furnished,Yes,Yes,No,Yes,Covered,Yes,No,59333241,9229
PROP-10347,5,5,8769,Fully Furnished,Yes,Yes,No,No,Private Garage,Yes,Yes,122625696,13984
PROP-10348,3,4,2282,Semi-Furnished,No,Yes,No,No,Covered,Yes,Yes,19428948,8514
PROP-10349,3,4,2353,Unfurnished,No,Yes,Yes,Yes,Open,Yes,Yes,18520463,7871
PROP-10350,2,2,1253,Fully Furnished,Yes,Yes,No,No,Covered,Yes,Yes,16572178,13226
PROP-10351,2,2,1147,Fully Furnished,No,Yes,No,No,Covered,Yes,Yes,11533085,10055
PROP-10352,2,2,1088,Semi-Furnished,No,No,No,No,Open,Yes,Yes,9745216,8957
PROP-10353,3,4,1900,Unfurnished,No,Yes,No,Yes,Open,Yes,Yes,18017700,9483
PROP-10354,3,4,2181,Fully Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,28571100,13100
PROP-10355,4,4,3573,Fully Furnished,Yes,Yes,Yes,Yes,Covered,Yes,Yes,40364181,11297
PROP-10356,2,3,1442,Unfurnished,No,Yes,No,Yes,Open,Yes,Yes,12083960,8380
PROP-10357,3,4,1688,Unfurnished,No,No,No,No,Covered,Yes,Yes,16333088,9676
PROP-10358,5,5,6437,Unfurnished,Yes,Yes,No,No,Covered,Yes,Yes,63095474,9802
PROP-10359,3,3,1874,Semi-Furnished,Yes,Yes,No,No,Open,Yes,Yes,21749644,11606
PROP-10360,2,3,1112,Unfurnished,No,Yes,No,No,Covered,Yes,No,8751440,7870
PROP-10361,2,3,1075,Fully Furnished,No,Yes,No,No,Covered,Yes,Yes,9476125,8815
PROP-10362,4,4,3652,Semi-Furnished,Yes,Yes,Yes,Yes,Covered,Yes,Yes,43301764,11857
PROP-10363,5,5,9661,Semi-Furnished,Yes,Yes,No,No,Private Garage,Yes,Yes,127216048,13168
PROP-10364,3,4,1790,Fully Furnished,No,Yes,No,Yes,Covered,Yes,Yes,18784260,10494
PROP-10365,4,5,4332,Fully Furnished,Yes,Yes,No,Yes,Private Garage,No,Yes,44714904,10322
PROP-10366,2,3,1168,Semi-Furnished,No,Yes,No,No,Covered,Yes,Yes,11977840,10255
PROP-10367,3,4,2348,Unfurnished,No,Yes,No,No,Covered,Yes,Yes,19171420,8165
PROP-10368,4,5,3466,Unfurnished,Yes,Yes,Yes,Yes,Covered,Yes,Yes,31547532,9102
PROP-10369,2,2,1188,Semi-Furnished,No,Yes,No,No,Covered,Yes,Yes,9248580,7785
PROP-10370,4,5,4700,Semi-Furnished,Yes,Yes,No,Yes,Private Garage,Yes,Yes,53387300,11359
PROP-10371,2,2,1146,Fully Furnished,No,Yes,No,No,Covered,Yes,Yes,10021770,8745
PROP-10372,3,4,2263,Fully Furnished,No,Yes,Yes,Yes,Covered,Yes,Yes,22059724,9748
PROP-10373,2,3,945,Unfurnished,No,Yes,No,No,Open,Yes,Yes,8365140,8852
PROP-10374,4,4,3659,Semi-Furnished,Yes,Yes,No,No,Private Garage,Yes,Yes,33381057,9123
PROP-10375,2,2,1229,Fully Furnished,No,Yes,Yes,Yes,Covered,Yes,Yes,11803316,9604
PROP-10376,1,1,765,Semi-Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,7368480,9632
PROP-10377,2,3,1206,Unfurnished,Yes,Yes,Yes,Yes,Covered,Yes,Yes,14019750,11625
PROP-10378,2,3,1376,Fully Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,12375744,8994
PROP-10379,3,3,2466,Semi-Furnished,No,No,No,No,Open,Yes,Yes,24147072,9792
PROP-10380,1,1,750,Semi-Furnished,Yes,Yes,No,Yes,Open,Yes,Yes,8033250,10711
PROP-10381,4,5,4274,Fully Furnished,Yes,Yes,No,Yes,Private Garage,Yes,Yes,48621024,11376
PROP-10382,4,4,3252,Semi-Furnished,Yes,Yes,No,No,Covered,Yes,Yes,40292280,12390
PROP-10383,3,3,1804,Unfurnished,Yes,Yes,No,Yes,Covered,Yes,No,16403772,9093
PROP-10384,5,5,8643,Fully Furnished,Yes,Yes,No,No,Covered,Yes,Yes,104882805,12135
PROP-10385,5,5,7141,Unfurnished,Yes,Yes,No,No,Covered,Yes,Yes,72038408,10088
PROP-10386,3,3,2569,Unfurnished,Yes,Yes,No,No,Open,Yes,Yes,24374672,9488
PROP-10387,2,2,1233,Fully Furnished,No,Yes,Yes,Yes,Covered,Yes,Yes,11346066,9202
PROP-10388,3,3,1751,Unfurnished,No,Yes,No,Yes,Open,Yes,Yes,18733949,10699
PROP-10389,3,4,1902,Unfurnished,No,Yes,No,Yes,Covered,Yes,Yes,17040018,8959
PROP-10390,4,5,4810,Fully Furnished,Yes,Yes,No,Yes,Private Garage,Yes,Yes,53929720,11212
PROP-10391,4,5,3991,Unfurnished,Yes,Yes,No,No,Covered,Yes,Yes,49037417,12287
PROP-10392,2,3,999,Semi-Furnished,Yes,Yes,No,No,Open,Yes,Yes,9544446,9554
PROP-10393,3,3,1979,Semi-Furnished,Yes,No,No,No,Open,Yes,Yes,20423280,10320
PROP-10394,3,3,2569,Unfurnished,No,No,No,Yes,Open,Yes,Yes,18417161,7169
PROP-10395,3,4,1869,Fully Furnished,No,Yes,No,No,Open,No,Yes,15806133,8457
PROP-10396,2,2,954,Semi-Furnished,Yes,Yes,No,No,Covered,Yes,Yes,11108376,11644
PROP-10397,2,2,1245,Fully Furnished,No,Yes,No,Yes,Covered,Yes,Yes,10655955,8559
PROP-10398,3,4,2041,Semi-Furnished,No,Yes,No,No,Covered,No,Yes,14738061,7221
PROP-10399,3,3,1719,Fully Furnished,No,No,No,Yes,Covered,Yes,Yes,20279043,11797
PROP-10400,2,3,1050,Fully Furnished,No,Yes,No,No,Open,Yes,Yes,11936400,11368
PROP-10401,4,4,3853,Fully Furnished,Yes,Yes,Yes,Yes,Private Garage,Yes,Yes,52655098,13666
PROP-10402,2,2,1271,Semi-Furnished,No,Yes,Yes,Yes,Covered,Yes,Yes,13143411,10341
PROP-10403,2,2,1134,Unfurnished,No,No,No,No,Open,Yes,Yes,9449622,8333
PROP-10404,4,4,4844,Semi-Furnished,Yes,Yes,Yes,Yes,Covered,Yes,Yes,61107060,12615
PROP-10405,3,3,2064,Unfurnished,Yes,Yes,No,No,Open,No,Yes,24596688,11917
PROP-10406,3,4,1750,Unfurnished,No,Yes,Yes,Yes,Open,Yes,Yes,13573000,7756
PROP-10407,3,3,2539,Semi-Furnished,No,Yes,No,Yes,Covered,Yes,Yes,27256165,10735
PROP-10408,2,2,1063,Unfurnished,No,Yes,No,Yes,Open,Yes,Yes,10523700,9900
PROP-10409,5,6,6217,Fully Furnished,Yes,Yes,No,No,Covered,Yes,Yes,84470379,13587
PROP-10410,2,2,1428,Fully Furnished,No,Yes,No,No,Open,Yes,Yes,16807560,11770
PROP-10411,4,4,3763,Semi-Furnished,Yes,Yes,No,No,Private Garage,Yes,Yes,44704440,11880
PROP-10412,2,3,1092,Semi-Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,10499580,9615
PROP-10413,1,1,739,Fully Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,6548279,8861
PROP-10414,4,4,3131,Fully Furnished,Yes,Yes,No,Yes,Private Garage,Yes,Yes,38079222,12162
PROP-10415,1,1,790,Semi-Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,8990200,11380
PROP-10416,2,3,1071,Semi-Furnished,No,Yes,No,No,Open,Yes,Yes,9621864,8984
PROP-10417,4,4,4860,Fully Furnished,Yes,Yes,No,No,Covered,Yes,Yes,46680300,9605
PROP-10418,3,3,1707,Semi-Furnished,Yes,No,Yes,Yes,Covered,Yes,Yes,22255866,13038
PROP-10419,3,4,2422,Semi-Furnished,No,No,No,No,Covered,Yes,Yes,17365740,7170
PROP-10420,4,4,4396,Unfurnished,Yes,Yes,No,Yes,Private Garage,Yes,Yes,53248748,12113
PROP-10421,1,1,459,Unfurnished,No,Yes,No,No,Open,Yes,Yes,4768551,10389
PROP-10422,5,6,7712,Semi-Furnished,Yes,No,No,Yes,Private Garage,Yes,Yes,101944928,13219
PROP-10423,1,2,474,Unfurnished,Yes,Yes,Yes,Yes,Open,Yes,Yes,5871438,12387
PROP-10424,5,6,6427,Unfurnished,Yes,Yes,No,No,Covered,Yes,Yes,54828737,8531
PROP-10425,2,3,1351,Unfurnished,No,Yes,No,Yes,Covered,Yes,Yes,11228161,8311
PROP-10426,4,5,3454,Semi-Furnished,Yes,Yes,No,Yes,Private Garage,No,Yes,45416646,13149
PROP-10427,2,2,1342,Fully Furnished,Yes,Yes,No,No,Open,Yes,Yes,15712136,11708
PROP-10428,5,5,7811,Unfurnished,Yes,Yes,Yes,Yes,Private Garage,Yes,No,89623414,11474
PROP-10429,3,4,1807,Unfurnished,No,Yes,No,No,Covered,Yes,Yes,17912791,9913
PROP-10430,5,6,6860,Unfurnished,Yes,Yes,No,No,Private Garage,Yes,Yes,70699160,10306
PROP-10431,2,2,1445,Unfurnished,No,Yes,Yes,Yes,Covered,Yes,No,8998015,6227
PROP-10432,3,4,2597,Fully Furnished,No,No,Yes,Yes,Covered,Yes,Yes,30932867,11911
PROP-10433,2,2,1279,Unfurnished,No,Yes,No,No,Open,Yes,Yes,10985331,8589
PROP-10434,1,2,796,Fully Furnished,No,Yes,No,No,Open,Yes,Yes,6303524,7919
PROP-10435,3,3,2243,Fully Furnished,No,Yes,No,No,Covered,Yes,Yes,24284961,10827
PROP-10436,2,2,1282,Fully Furnished,No,Yes,No,No,Open,Yes,Yes,10477786,8173
PROP-10437,3,3,1986,Semi-Furnished,No,Yes,No,No,Covered,Yes,Yes,14904930,7505
PROP-10438,4,4,4655,Fully Furnished,Yes,Yes,No,No,Private Garage,Yes,Yes,56814275,12205
PROP-10439,1,1,620,Fully Furnished,Yes,Yes,No,No,,Yes,Yes,6005940,9687
PROP-10440,2,2,1127,Fully Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,13977054,12402
PROP-10441,2,3,1008,Unfurnished,No,Yes,No,No,Covered,Yes,Yes,8628480,8560
PROP-10442,2,2,1397,Semi-Furnished,No,Yes,No,Yes,Open,Yes,Yes,9309608,6664
PROP-10443,1,2,658,Semi-Furnished,No,Yes,No,Yes,,Yes,No,3269602,4969
PROP-10444,2,2,1443,Unfurnished,No,Yes,Yes,Yes,Covered,Yes,Yes,11870118,8226
PROP-10445,1,2,489,Unfurnished,No,Yes,No,No,,Yes,Yes,5016651,10259
PROP-10446,3,3,2525,Fully Furnished,No,Yes,No,No,Covered,Yes,Yes,27840650,11026
PROP-10447,3,3,2397,Unfurnished,Yes,Yes,No,No,Covered,Yes,Yes,20427234,8522
PROP-10448,1,1,478,Unfurnished,No,Yes,No,No,,Yes,Yes,3140938,6571
PROP-10449,2,3,1246,Unfurnished,No,Yes,No,No,Open,Yes,Yes,9449664,7584
PROP-10450,3,4,2360,Fully Furnished,No,Yes,No,Yes,Open,Yes,Yes,19651720,8327
PROP-10451,4,4,3079,Fully Furnished,Yes,Yes,Yes,Yes,Covered,Yes,Yes,41039991,13329
PROP-10452,5,5,9744,Semi-Furnished,Yes,Yes,Yes,Yes,Private Garage,No,Yes,103773600,10650
PROP-10453,1,1,847,Semi-Furnished,No,Yes,Yes,Yes,,Yes,Yes,7204582,8506
PROP-10454,5,5,8198,Fully Furnished,Yes,Yes,Yes,Yes,Private Garage,Yes,Yes,93137478,11361
PROP-10455,4,5,4138,Semi-Furnished,Yes,Yes,No,No,Covered,Yes,Yes,42853128,10356
PROP-10456,5,6,6185,Fully Furnished,Yes,Yes,No,No,Covered,Yes,Yes,74306590,12014
PROP-10457,3,3,2223,Unfurnished,No,Yes,Yes,Yes,Covered,Yes,Yes,21480849,9663
PROP-10458,2,3,1132,Unfurnished,No,Yes,Yes,Yes,Open,Yes,No,7536856,6658
PROP-10459,1,2,496,Fully Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,5993664,12084
PROP-10460,4,4,4693,Semi-Furnished,Yes,Yes,No,Yes,Private Garage,Yes,Yes,50210407,10699
PROP-10461,3,4,2162,Fully Furnished,No,Yes,No,Yes,Covered,Yes,Yes,20820060,9630
PROP-10462,3,4,1870,Fully Furnished,No,Yes,No,No,Open,Yes,Yes,18335350,9805
PROP-10463,4,4,4499,Semi-Furnished,Yes,Yes,No,No,Private Garage,No,No,43167905,9595
PROP-10464,5,6,9283,Fully Furnished,Yes,No,Yes,Yes,Covered,Yes,Yes,120883226,13022
PROP-10465,2,3,1414,Fully Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,13851544,9796
PROP-10466,5,5,9337,Semi-Furnished,Yes,Yes,No,No,Private Garage,Yes,Yes,108299863,11599
PROP-10467,4,4,3986,Semi-Furnished,Yes,Yes,No,Yes,Covered,Yes,Yes,33195408,8328
PROP-10468,2,3,1207,Unfurnished,No,Yes,No,No,Open,Yes,Yes,9547370,7910
PROP-10469,5,6,7538,Semi-Furnished,Yes,Yes,No,Yes,Covered,Yes,Yes,69236530,9185
PROP-10470,4,4,4501,Semi-Furnished,Yes,Yes,No,Yes,Covered,Yes,Yes,44609411,9911
PROP-10471,4,4,2802,Unfurnished,Yes,Yes,No,No,Covered,Yes,Yes,31082586,11093
PROP-10472,3,3,1566,Unfurnished,No,Yes,Yes,Yes,Open,Yes,Yes,16468056,10516
PROP-10473,4,5,4248,Unfurnished,Yes,Yes,Yes,Yes,Private Garage,Yes,Yes,56570616,13317
PROP-10474,2,2,965,Semi-Furnished,No,Yes,No,Yes,Open,Yes,Yes,7226885,7489
PROP-10475,4,5,2957,Fully Furnished,Yes,No,No,Yes,Private Garage,Yes,Yes,37598255,12715
PROP-10476,2,3,1370,Semi-Furnished,No,Yes,No,Yes,Covered,Yes,Yes,11706650,8545
PROP-10477,3,3,1904,Semi-Furnished,No,No,No,No,Open,Yes,Yes,13743072,7218
PROP-10478,2,3,962,Semi-Furnished,No,Yes,No,No,Covered,Yes,No,5667142,5891
PROP-10479,2,2,1090,Semi-Furnished,No,Yes,No,Yes,Covered,Yes,No,8855160,8124
PROP-10480,4,5,3614,Fully Furnished,Yes,Yes,No,No,Private Garage,Yes,Yes,46118254,12761
PROP-10481,3,4,2190,Semi-Furnished,No,Yes,Yes,Yes,Covered,Yes,Yes,26065380,11902
PROP-10482,4,5,4881,Fully Furnished,Yes,Yes,No,No,Covered,Yes,Yes,52875873,10833
PROP-10483,5,6,8324,Fully Furnished,Yes,Yes,No,No,Covered,Yes,Yes,97881916,11759
PROP-10484,3,3,1792,Unfurnished,No,Yes,No,Yes,Open,Yes,Yes,16731904,9337
PROP-10485,3,3,2328,Semi-Furnished,No,No,No,Yes,Covered,Yes,Yes,20896128,8976
PROP-10486,5,5,5568,Unfurnished,Yes,Yes,No,Yes,Covered,Yes,Yes,60362688,10841
PROP-10487,4,5,4312,Semi-Furnished,Yes,Yes,No,No,Covered,Yes,Yes,47600168,11039
PROP-10488,2,3,1401,Unfurnished,Yes,No,No,Yes,Open,Yes,Yes,13013889,9289
PROP-10489,2,3,1045,Semi-Furnished,No,Yes,Yes,Yes,Covered,Yes,Yes,10921295,10451
PROP-10490,2,2,1387,Unfurnished,No,Yes,No,No,Open,Yes,Yes,9656294,6962
PROP-10491,5,5,7782,Fully Furnished,Yes,Yes,No,Yes,Private Garage,Yes,Yes,93726408,12044
PROP-10492,3,3,1957,Fully Furnished,No,Yes,No,No,Open,Yes,Yes,23875400,12200
PROP-10493,3,3,2524,Fully Furnished,No,Yes,No,Yes,Covered,Yes,Yes,23523680,9320
PROP-10494,1,1,833,Semi-Furnished,Yes,Yes,No,Yes,Open,Yes,Yes,8471610,10170
PROP-10495,5,5,9743,Semi-Furnished,Yes,Yes,Yes,Yes,Covered,Yes,Yes,104084469,10683
PROP-10496,1,1,494,Semi-Furnished,No,Yes,No,Yes,Open,Yes,Yes,3613116,7314
PROP-10497,3,4,1570,Fully Furnished,No,No,Yes,Yes,Open,Yes,Yes,17686050,11265
PROP-10498,4,5,3164,Semi-Furnished,Yes,Yes,No,Yes,Covered,Yes,Yes,38989972,12323
PROP-10499,5,6,7883,Fully Furnished,Yes,Yes,No,Yes,Covered,Yes,Yes,103283066,13102
PROP-10500,3,3,2473,Fully Furnished,No,No,Yes,Yes,Covered,Yes,Yes,24534633,9921
PROP-10501,3,4,2050,Unfurnished,No,Yes,Yes,Yes,Covered,Yes,Yes,19499600,9512
PROP-10502,1,1,630,Semi-Furnished,No,Yes,No,Yes,Open,No,Yes,5831910,9257
PROP-10503,1,1,645,Semi-Furnished,No,No,No,No,Open,Yes,No,5156130,7994
PROP-10504,1,2,712,Fully Furnished,No,Yes,No,Yes,Open,Yes,No,4683536,6578
PROP-10505,3,4,1919,Fully Furnished,No,Yes,No,Yes,Open,Yes,Yes,19779133,10307
PROP-10506,3,3,1652,Unfurnished,Yes,Yes,No,Yes,Covered,Yes,Yes,16313500,9875
PROP-10507,3,3,1991,Fully Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,18846806,9466
PROP-10508,5,5,6553,Unfurnished,Yes,Yes,Yes,Yes,Private Garage,Yes,No,71853645,10965
PROP-10509,3,3,1760,Fully Furnished,Yes,Yes,No,No,Covered,Yes,Yes,18258240,10374
PROP-10510,2,2,1241,Unfurnished,No,Yes,Yes,Yes,Covered,Yes,Yes,14240475,11475
PROP-10511,2,2,1399,Semi-Furnished,No,Yes,No,No,Open,Yes,Yes,10418353,7447
PROP-10512,2,3,1400,Fully Furnished,No,Yes,No,Yes,Covered,Yes,No,12922000,9230
PROP-10513,1,1,515,Semi-Furnished,No,Yes,No,Yes,Open,Yes,Yes,5325100,10340
PROP-10514,1,2,723,Fully Furnished,Yes,Yes,Yes,Yes,,Yes,No,6954537,9619
PROP-10515,4,5,3626,Semi-Furnished,Yes,Yes,No,Yes,Private Garage,Yes,Yes,42670768,11768
PROP-10516,3,3,2155,Semi-Furnished,No,Yes,Yes,Yes,Covered,Yes,Yes,20866865,9683
PROP-10517,3,3,1912,Unfurnished,No,Yes,No,No,Covered,Yes,No,10185224,5327
